Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Loan_Term (in months),Credit_Score,Employement_type,Loan_Status,Activity,date,EMI,Category
72292447,36237,142458,0.09,158,622,Salaried,Rejected,Active,13-08-2024,1282122,Fair
1889153,86335,182368,0.09,210,538,Salaried,Rejected,Active,23-12-2024,1641312,Poor
17843450,14134,498669,0.08,62,570,Salaried,Approved,Active,13-04-2024,3989352,Poor
19364902,80947,935892,0.08,16,811,Salaried,Approved,Closed,23-11-2024,7487136,Excellent
46856932,58775,464758,0.02,137,618,Self-Employed,Defaulted,Closed,06-05-2024,929516,Fair
96652179,72670,380951,0.06,176,607,Self-Employed,Defaulted,Active,17-04-2024,2285706,Fair
90736975,81153,482943,0.03,324,668,Salaried,Approved,Active,25-10-2024,1448829,Fair
40015129,72385,456652,0.02,214,361,Self-Employed,Defaulted,Closed,24-08-2024,913304,Poor
79722423,49130,486912,0.09,119,562,Salaried,Defaulted,Closed,20-12-2024,4382208,Poor
24781303,36216,469740,0.03,203,752,Self-Employed,Rejected,Closed,19-04-2024,1409220,Good
59894857,15542,990992,0.07,336,693,Salaried,Rejected,Active,23-06-2024,6936944,Average
15993987,58176,117125,0.02,209,554,Self-Employed,Defaulted,Closed,08-01-2025,234250,Poor
51031829,88993,362280,0.08,330,767,Self-Employed,Rejected,Closed,04-05-2024,2898240,Good
50705138,14481,172973,0.09,122,561,Salaried,Defaulted,Closed,01-02-2025,1556757,Poor
25320443,39301,257941,0.04,355,564,Self-Employed,Defaulted,Active,25-11-2024,1031764,Poor
39066378,80437,125327,0.01,211,386,Self-Employed,Rejected,Closed,20-02-2025,125327,Poor
19884956,62617,628699,0.01,36,513,Salaried,Approved,Closed,09-05-2024,628699,Poor
13267193,50158,835883,0.03,107,543,Self-Employed,Rejected,Closed,30-11-2024,2507649,Poor
86388138,58715,383100,0.07,114,455,Self-Employed,Defaulted,Active,29-12-2024,2681700,Poor
85030326,48881,980516,0.06,60,520,Salaried,Defaulted,Active,31-10-2024,5883096,Poor
49407554,39443,998032,0.04,236,577,Self-Employed,Approved,Closed,19-05-2024,3992128,Poor
72118372,38775,267080,0.08,125,842,Self-Employed,Defaulted,Closed,23-07-2024,2136640,Excellent
6384384,55134,217058,0.07,307,662,Salaried,Rejected,Active,10-04-2024,1519406,Fair
34345329,87219,370730,0.01,235,758,Self-Employed,Defaulted,Active,24-02-2025,370730,Good
57554201,26616,438961,0.03,93,684,Self-Employed,Approved,Active,18-12-2024,1316883,Average
83686754,48455,479125,0.08,349,778,Salaried,Rejected,Closed,04-04-2024,3833000,Good
24107519,13125,362447,0.05,248,623,Self-Employed,Rejected,Closed,01-05-2024,1812235,Fair
74671495,42078,944289,0.01,78,494,Salaried,Approved,Active,22-02-2025,944289,Poor
36521166,67533,570237,0.06,196,474,Salaried,Rejected,Closed,31-01-2025,3421422,Poor
59604580,33937,492225,0.08,26,713,Self-Employed,Defaulted,Closed,03-11-2024,3937800,Average
14679983,81796,267717,0.07,294,463,Salaried,Approved,Closed,17-01-2025,1874019,Poor
61004582,64269,965592,0.06,334,469,Self-Employed,Rejected,Active,18-02-2025,5793552,Poor
53066094,63709,466483,0.04,18,491,Salaried,Rejected,Closed,02-03-2025,1865932,Poor
27725706,70145,794624,0.06,255,640,Salaried,Approved,Active,06-07-2024,4767744,Fair
41312771,85232,935278,0.05,306,540,Salaried,Defaulted,Closed,20-10-2024,4676390,Poor
10020042,25633,493333,0.05,167,849,Salaried,Approved,Closed,16-09-2024,2466665,Excellent
7105672,35910,933481,0.09,268,392,Salaried,Defaulted,Active,23-06-2024,8401329,Poor
37562070,41513,166172,0.03,157,397,Salaried,Defaulted,Closed,01-10-2024,498516,Poor
42595589,81129,451285,0.06,180,550,Self-Employed,Defaulted,Closed,27-09-2024,2707710,Poor
71669770,73122,239507,0.03,92,459,Salaried,Approved,Closed,26-02-2025,718521,Poor
22781478,67926,572526,0.09,138,356,Self-Employed,Rejected,Closed,08-05-2024,5152734,Poor
92512030,20129,600803,0.09,89,416,Salaried,Defaulted,Active,21-09-2024,5407227,Poor
70631410,35023,751039,0.06,300,580,Self-Employed,Approved,Active,16-06-2024,4506234,Fair
86587052,67046,372118,0.03,61,700,Self-Employed,Approved,Active,31-08-2024,1116354,Average
53681654,26181,468159,0.06,74,530,Salaried,Defaulted,Closed,31-08-2024,2808954,Poor
21785162,55269,337939,0.03,243,744,Self-Employed,Approved,Closed,27-08-2024,1013817,Good
36192222,73572,649931,0.03,246,568,Salaried,Approved,Closed,13-04-2024,1949793,Poor
35065350,19782,395669,0.01,141,301,Salaried,Approved,Closed,12-03-2025,395669,Poor
52094421,46572,385550,0.05,339,747,Self-Employed,Approved,Active,11-01-2025,1927750,Good
83783786,30300,51762,0.03,224,659,Self-Employed,Rejected,Closed,11-09-2024,155286,Fair
84914686,86960,381768,0.05,105,731,Self-Employed,Rejected,Active,26-12-2024,1908840,Average
28856021,30377,700584,0.01,214,409,Self-Employed,Defaulted,Active,29-03-2025,700584,Poor
45902038,29509,328291,0.01,61,629,Salaried,Defaulted,Active,27-11-2024,328291,Fair
70451160,49499,58554,0.03,344,663,Self-Employed,Approved,Closed,29-04-2024,175662,Fair
99169953,65195,857212,0.09,288,364,Salaried,Defaulted,Closed,04-09-2024,7714908,Poor
59107873,49533,290849,0.09,69,753,Salaried,Rejected,Active,19-06-2024,2617641,Good
89547211,32020,561767,0.06,307,473,Self-Employed,Approved,Active,09-02-2025,3370602,Poor
24118947,78514,521124,0.06,216,391,Self-Employed,Rejected,Active,24-03-2025,3126744,Poor
99459501,19795,615657,0.09,123,577,Self-Employed,Defaulted,Active,08-01-2025,5540913,Poor
4529598,21652,430307,0.06,93,615,Salaried,Defaulted,Active,14-09-2024,2581842,Fair
68847034,18589,55923,0.03,121,746,Self-Employed,Rejected,Closed,17-08-2024,167769,Good
20407780,33432,289697,0.03,292,660,Self-Employed,Approved,Closed,03-09-2024,869091,Fair
56402197,80684,304633,0.04,201,612,Salaried,Approved,Closed,09-03-2025,1218532,Fair
42597729,41757,98168,0.03,64,319,Self-Employed,Rejected,Closed,01-11-2024,294504,Poor
14308845,65764,428942,0.09,69,711,Salaried,Defaulted,Closed,25-06-2024,3860478,Average
84500105,66556,47320,0.02,140,449,Salaried,Rejected,Closed,13-09-2024,94640,Poor
91830407,71582,787328,0.09,306,566,Salaried,Defaulted,Closed,18-09-2024,7085952,Poor
20615713,30407,218420,0.04,107,528,Salaried,Rejected,Active,11-05-2024,873680,Poor
4087853,84388,511169,0.06,139,689,Self-Employed,Approved,Closed,12-08-2024,3067014,Average
49469017,21904,178942,0.09,39,794,Self-Employed,Defaulted,Closed,11-01-2025,1610478,Good
12031882,86965,105906,0.02,253,666,Self-Employed,Defaulted,Active,20-06-2024,211812,Fair
73100446,38708,592837,0.05,234,311,Salaried,Defaulted,Closed,18-05-2024,2964185,Poor
4996809,20992,422429,0.05,122,713,Salaried,Approved,Closed,20-05-2024,2112145,Average
73253385,72272,88084,0.01,105,541,Salaried,Defaulted,Closed,09-09-2024,88084,Poor
13025127,25895,330924,0.05,159,674,Self-Employed,Approved,Active,08-02-2025,1654620,Average
94040313,35488,390340,0.06,217,448,Self-Employed,Defaulted,Active,19-01-2025,2342040,Poor
49147422,47644,913410,0.09,210,403,Self-Employed,Approved,Active,30-03-2025,8220690,Poor
67126035,30964,550296,0.03,144,807,Self-Employed,Approved,Closed,11-06-2024,1650888,Excellent
41687440,33086,753355,0.09,175,554,Self-Employed,Defaulted,Closed,08-07-2024,6780195,Poor
33522079,30517,175156,0.02,311,447,Self-Employed,Defaulted,Closed,29-11-2024,350312,Poor
43614476,31573,679181,0.04,306,550,Self-Employed,Defaulted,Active,06-08-2024,2716724,Poor
63257146,89210,900511,0.07,125,331,Self-Employed,Defaulted,Closed,08-10-2024,6303577,Poor
78392628,17472,841265,0.05,301,792,Salaried,Defaulted,Closed,05-09-2024,4206325,Good
40479301,69004,560539,0.05,182,743,Salaried,Rejected,Closed,06-08-2024,2802695,Good
51969824,27098,706151,0.02,49,714,Self-Employed,Approved,Closed,07-09-2024,1412302,Average
32077732,55534,15250,0.07,23,709,Self-Employed,Approved,Closed,10-11-2024,106750,Average
75803655,77400,357537,0.07,119,519,Self-Employed,Rejected,Active,03-11-2024,2502759,Poor
90487768,25552,940835,0.09,297,627,Self-Employed,Defaulted,Closed,21-02-2025,8467515,Fair
69119159,28121,799353,0.06,128,388,Salaried,Defaulted,Closed,18-02-2025,4796118,Poor
36141096,55903,229063,0.06,153,529,Self-Employed,Rejected,Active,23-02-2025,1374378,Poor
87901625,54667,653470,0.02,184,463,Salaried,Approved,Active,30-06-2024,1306940,Poor
25021304,82563,607246,0.08,136,541,Self-Employed,Approved,Active,28-05-2024,4857968,Poor
33564178,82101,530653,0.08,359,480,Salaried,Defaulted,Active,28-09-2024,4245224,Poor
65471998,61218,405706,0.08,310,306,Self-Employed,Defaulted,Closed,03-07-2024,3245648,Poor
3696668,60275,59114,0.05,304,542,Salaried,Rejected,Active,13-03-2025,295570,Poor
15639651,69830,14451,0.08,219,593,Salaried,Rejected,Active,07-03-2025,115608,Fair
1799051,11997,341836,0.02,69,472,Salaried,Rejected,Active,03-04-2024,683672,Poor
22809987,11110,272640,0.07,87,315,Salaried,Approved,Active,19-04-2024,1908480,Poor
69887890,75284,151790,0.02,158,663,Self-Employed,Approved,Closed,18-03-2025,303580,Fair
53698836,34724,702569,0.01,303,372,Self-Employed,Approved,Active,25-07-2024,702569,Poor
52760218,59951,705287,0.01,256,563,Salaried,Rejected,Active,22-10-2024,705287,Poor
11702575,56435,923912,0.05,193,796,Salaried,Approved,Closed,30-07-2024,4619560,Good
19597163,17637,604881,0.04,129,675,Self-Employed,Approved,Closed,21-09-2024,2419524,Average
67227283,58916,705123,0.04,219,343,Self-Employed,Approved,Active,10-11-2024,2820492,Poor
77158859,69193,912697,0.01,269,425,Self-Employed,Approved,Closed,19-09-2024,912697,Poor
83721479,49340,451389,0.09,331,701,Salaried,Defaulted,Active,12-11-2024,4062501,Average
58949737,31439,91526,0.03,151,522,Self-Employed,Approved,Closed,14-04-2024,274578,Poor
43825573,29524,303191,0.03,234,843,Salaried,Approved,Closed,22-06-2024,909573,Excellent
46749803,17773,164940,0.03,85,731,Salaried,Defaulted,Active,09-11-2024,494820,Average
10008535,22517,995397,0.02,57,426,Salaried,Defaulted,Closed,22-07-2024,1990794,Poor
32820698,35791,589413,0.08,113,826,Salaried,Rejected,Active,28-07-2024,4715304,Excellent
65872356,82239,346224,0.07,149,599,Self-Employed,Approved,Active,03-11-2024,2423568,Fair
99266893,63815,523048,0.03,235,556,Self-Employed,Rejected,Active,17-10-2024,1569144,Poor
73503174,82391,712485,0.06,138,822,Salaried,Approved,Active,22-05-2024,4274910,Excellent
65171017,53046,445342,0.05,351,588,Salaried,Defaulted,Active,22-03-2025,2226710,Fair
8994953,88581,494793,0.08,302,363,Self-Employed,Approved,Active,10-02-2025,3958344,Poor
91309226,19926,840712,0.03,262,433,Salaried,Rejected,Closed,21-02-2025,2522136,Poor
96233140,61322,717832,0.04,85,516,Salaried,Approved,Closed,07-07-2024,2871328,Poor
51433655,46715,676722,0.06,287,448,Salaried,Defaulted,Active,21-09-2024,4060332,Poor
4585253,64280,152015,0.02,266,738,Salaried,Rejected,Active,02-12-2024,304030,Average
24566840,10598,351691,0.03,21,747,Salaried,Approved,Closed,13-02-2025,1055073,Good
99758622,46991,307017,0.03,256,547,Salaried,Rejected,Active,21-07-2024,921051,Poor
16283470,50548,358305,0.02,121,388,Salaried,Rejected,Active,05-03-2025,716610,Poor
94234086,88811,655666,0.06,276,594,Salaried,Defaulted,Closed,28-03-2025,3933996,Fair
91449491,59961,290461,0.03,243,357,Self-Employed,Rejected,Closed,11-05-2024,871383,Poor
89259290,67564,378675,0.07,283,447,Self-Employed,Rejected,Active,18-09-2024,2650725,Poor
79103988,36162,940900,0.05,151,468,Self-Employed,Defaulted,Closed,28-04-2024,4704500,Poor
67418682,48040,594695,0.03,352,542,Salaried,Approved,Closed,02-03-2025,1784085,Poor
71649833,61737,715157,0.01,27,433,Salaried,Approved,Active,02-03-2025,715157,Poor
77783611,10347,527837,0.09,326,721,Salaried,Rejected,Closed,13-09-2024,4750533,Average
69067762,13565,767404,0.02,86,653,Salaried,Approved,Closed,18-01-2025,1534808,Fair
65196625,29083,183260,0.04,126,704,Self-Employed,Rejected,Closed,08-06-2024,733040,Average
90136561,64452,521327,0.08,120,372,Self-Employed,Rejected,Closed,26-04-2024,4170616,Poor
6106765,50201,603809,0.09,84,358,Self-Employed,Approved,Closed,24-09-2024,5434281,Poor
71827517,88220,903738,0.09,115,428,Salaried,Rejected,Active,28-08-2024,8133642,Poor
52120548,20930,844274,0.03,73,450,Self-Employed,Rejected,Active,24-12-2024,2532822,Poor
7928588,21156,165049,0.05,99,775,Self-Employed,Approved,Closed,22-11-2024,825245,Good
36429266,10381,486389,0.02,268,325,Self-Employed,Rejected,Closed,12-04-2024,972778,Poor
82330794,71381,611418,0.07,129,720,Self-Employed,Defaulted,Closed,24-06-2024,4279926,Average
57202800,54854,808058,0.08,27,660,Self-Employed,Rejected,Closed,30-09-2024,6464464,Fair
86437082,52306,52094,0.06,210,351,Self-Employed,Defaulted,Active,04-01-2025,312564,Poor
11798070,81556,762185,0.08,313,832,Salaried,Rejected,Closed,09-08-2024,6097480,Excellent
71143182,87929,706097,0.05,163,747,Salaried,Rejected,Active,01-04-2024,3530485,Good
74777961,56876,439458,0.09,228,503,Self-Employed,Rejected,Closed,01-01-2025,3955122,Poor
3157385,11588,179327,0.09,240,770,Salaried,Defaulted,Active,17-10-2024,1613943,Good
46624779,27507,52833,0.01,305,556,Self-Employed,Rejected,Closed,27-03-2025,52833,Poor
49173572,65563,386107,0.02,250,734,Salaried,Rejected,Closed,19-09-2024,772214,Average
24094425,33173,989163,0.09,23,474,Self-Employed,Approved,Closed,23-02-2025,8902467,Poor
10211654,76090,696796,0.01,177,844,Self-Employed,Approved,Active,10-03-2025,696796,Excellent
59353833,51772,780104,0.04,119,732,Salaried,Rejected,Active,30-12-2024,3120416,Average
78148101,58661,611832,0.02,210,596,Salaried,Defaulted,Closed,05-07-2024,1223664,Fair
14280879,63409,637381,0.02,258,319,Self-Employed,Approved,Closed,01-03-2025,1274762,Poor
54038227,68373,154763,0.08,48,453,Self-Employed,Defaulted,Closed,17-03-2025,1238104,Poor
97174883,62343,413908,0.07,88,522,Self-Employed,Rejected,Active,27-06-2024,2897356,Poor
62277802,16537,658968,0.04,161,526,Salaried,Approved,Active,28-11-2024,2635872,Poor
67696016,54587,575560,0.03,236,576,Self-Employed,Rejected,Active,26-04-2024,1726680,Poor
28767596,72237,893767,0.01,201,328,Self-Employed,Rejected,Closed,14-04-2024,893767,Poor
31927479,25281,644715,0.01,324,309,Salaried,Defaulted,Active,25-09-2024,644715,Poor
63313410,80790,588054,0.03,48,652,Salaried,Defaulted,Active,27-10-2024,1764162,Fair
98760400,24323,603842,0.09,284,667,Self-Employed,Rejected,Closed,06-03-2025,5434578,Fair
1688028,76956,474047,0.01,121,623,Self-Employed,Approved,Active,07-07-2024,474047,Fair
16754103,77286,430662,0.09,13,491,Salaried,Defaulted,Closed,21-05-2024,3875958,Poor
48231343,41271,811898,0.02,298,353,Self-Employed,Rejected,Active,19-01-2025,1623796,Poor
5596464,66722,799761,0.05,103,447,Self-Employed,Defaulted,Closed,20-03-2025,3998805,Poor
51090731,53686,852087,0.06,200,439,Self-Employed,Approved,Active,19-08-2024,5112522,Poor
89172703,64997,383503,0.07,75,640,Self-Employed,Approved,Closed,06-09-2024,2684521,Fair
22392449,50269,842887,0.04,63,561,Self-Employed,Defaulted,Active,04-08-2024,3371548,Poor
58739756,50599,551078,0.09,150,624,Salaried,Rejected,Closed,22-02-2025,4959702,Fair
75636494,69074,672795,0.08,37,577,Self-Employed,Approved,Active,02-11-2024,5382360,Poor
95793817,81861,779887,0.08,57,721,Salaried,Defaulted,Closed,15-04-2024,6239096,Average
43558447,72048,332487,0.04,81,689,Salaried,Approved,Closed,02-10-2024,1329948,Average
65154763,24317,814649,0.08,79,781,Self-Employed,Rejected,Closed,03-08-2024,6517192,Good
67012563,45373,167932,0.08,66,466,Self-Employed,Rejected,Closed,22-10-2024,1343456,Poor
52200042,11673,253554,0.01,58,646,Self-Employed,Defaulted,Closed,21-06-2024,253554,Fair
24187901,25911,314267,0.01,155,334,Self-Employed,Approved,Active,27-04-2024,314267,Poor
77162146,82492,499600,0.08,14,327,Self-Employed,Rejected,Closed,23-03-2025,3996800,Poor
81386464,60787,745991,0.07,256,423,Self-Employed,Rejected,Active,17-09-2024,5221937,Poor
74253019,70780,839673,0.06,350,581,Self-Employed,Approved,Active,13-04-2024,5038038,Fair
10203302,78163,891049,0.06,237,517,Salaried,Rejected,Closed,05-02-2025,5346294,Poor
20867565,75349,605140,0.09,312,812,Self-Employed,Rejected,Closed,22-06-2024,5446260,Excellent
70741791,49708,372835,0.01,194,632,Self-Employed,Defaulted,Active,26-01-2025,372835,Fair
58950925,79869,992095,0.09,72,310,Self-Employed,Defaulted,Active,12-05-2024,8928855,Poor
22485717,49324,946222,0.04,34,327,Self-Employed,Rejected,Active,06-09-2024,3784888,Poor
5315894,51331,321751,0.09,126,643,Salaried,Approved,Closed,12-01-2025,2895759,Fair
51628433,65769,760336,0.03,310,429,Self-Employed,Rejected,Active,14-09-2024,2281008,Poor
75001254,85974,194429,0.02,353,433,Self-Employed,Rejected,Active,15-10-2024,388858,Poor
53541319,53076,96283,0.02,244,460,Self-Employed,Rejected,Active,08-07-2024,192566,Poor
62051057,85669,353436,0.01,115,807,Self-Employed,Approved,Closed,31-07-2024,353436,Excellent
39760459,39445,420238,0.04,126,802,Self-Employed,Rejected,Active,27-08-2024,1680952,Excellent
26816364,75027,726145,0.04,94,560,Self-Employed,Defaulted,Active,31-10-2024,2904580,Poor
59001345,88841,47557,0.08,332,460,Self-Employed,Approved,Closed,24-01-2025,380456,Poor
68550321,54374,354178,0.06,238,587,Self-Employed,Rejected,Closed,28-03-2025,2125068,Fair
47985581,61958,928874,0.02,322,346,Self-Employed,Defaulted,Closed,06-03-2025,1857748,Poor
22456399,89857,548374,0.08,215,500,Self-Employed,Rejected,Closed,02-10-2024,4386992,Poor
17426280,37813,300525,0.06,302,679,Salaried,Defaulted,Closed,22-10-2024,1803150,Average
8747764,59699,536980,0.04,80,557,Salaried,Defaulted,Closed,01-04-2024,2147920,Poor
17112550,43915,741982,0.07,191,373,Salaried,Rejected,Closed,20-01-2025,5193874,Poor
30241438,44536,776353,0.05,78,757,Salaried,Rejected,Active,13-08-2024,3881765,Good
94930506,47791,930827,0.05,145,603,Salaried,Approved,Active,09-05-2024,4654135,Fair
4431778,48828,400525,0.02,175,643,Salaried,Approved,Closed,04-10-2024,801050,Fair
37364611,21426,53021,0.01,227,416,Salaried,Defaulted,Closed,17-04-2024,53021,Poor
59177710,85309,914888,0.05,353,715,Self-Employed,Defaulted,Closed,22-11-2024,4574440,Average
94117286,58692,911585,0.06,106,753,Self-Employed,Defaulted,Active,25-12-2024,5469510,Good
42736399,85225,378476,0.05,68,603,Self-Employed,Rejected,Closed,04-02-2025,1892380,Fair
88422272,25802,662433,0.03,330,808,Salaried,Approved,Closed,19-11-2024,1987299,Excellent
57778786,68737,456968,0.06,265,563,Self-Employed,Defaulted,Closed,17-06-2024,2741808,Poor
29202650,29495,830507,0.06,322,374,Salaried,Approved,Closed,06-10-2024,4983042,Poor
18893505,19116,302129,0.06,323,345,Self-Employed,Rejected,Closed,27-07-2024,1812774,Poor
52859800,61915,557250,0.09,359,461,Self-Employed,Approved,Active,01-09-2024,5015250,Poor
97749792,52640,776312,0.07,96,426,Self-Employed,Defaulted,Active,30-11-2024,5434184,Poor
3655312,41369,923634,0.01,336,841,Salaried,Approved,Active,02-02-2025,923634,Excellent
4034272,22179,211056,0.06,108,463,Salaried,Defaulted,Closed,19-04-2024,1266336,Poor
71168107,79750,492992,0.08,31,658,Self-Employed,Approved,Closed,19-09-2024,3943936,Fair
29494899,33511,908987,0.01,46,691,Salaried,Rejected,Closed,28-02-2025,908987,Average
50308959,15179,898509,0.02,87,640,Self-Employed,Approved,Closed,08-01-2025,1797018,Fair
11778149,23633,701667,0.01,325,672,Self-Employed,Rejected,Active,23-10-2024,701667,Average
42091364,81496,288443,0.06,259,336,Salaried,Approved,Closed,06-08-2024,1730658,Poor
8428126,35176,215145,0.02,204,746,Salaried,Defaulted,Closed,03-02-2025,430290,Good
87804728,73139,747515,0.06,187,617,Self-Employed,Rejected,Closed,03-08-2024,4485090,Fair
56669265,22734,471202,0.06,88,581,Self-Employed,Approved,Active,08-07-2024,2827212,Fair
34590695,24881,803889,0.08,344,462,Self-Employed,Defaulted,Closed,22-06-2024,6431112,Poor
68026393,16969,489283,0.03,348,739,Self-Employed,Defaulted,Active,17-09-2024,1467849,Average
27869377,23676,994025,0.02,31,365,Salaried,Defaulted,Active,19-10-2024,1988050,Poor
24396513,69347,438337,0.07,178,405,Salaried,Defaulted,Closed,29-10-2024,3068359,Poor
77965654,39214,886801,0.04,81,531,Salaried,Rejected,Closed,13-01-2025,3547204,Poor
39820903,17184,403674,0.06,244,697,Salaried,Approved,Active,28-05-2024,2422044,Average
55001670,32517,99097,0.05,204,428,Self-Employed,Defaulted,Active,25-02-2025,495485,Poor
45528312,10588,422420,0.02,278,705,Salaried,Approved,Active,27-05-2024,844840,Average
11641070,24253,139859,0.04,359,383,Self-Employed,Approved,Closed,10-02-2025,559436,Poor
16098339,51076,473058,0.07,92,529,Salaried,Defaulted,Closed,12-09-2024,3311406,Poor
65854757,34677,260273,0.04,278,377,Self-Employed,Rejected,Active,20-04-2024,1041092,Poor
21400102,76193,277206,0.08,172,523,Salaried,Defaulted,Closed,26-09-2024,2217648,Poor
70508678,78066,984698,0.05,253,592,Self-Employed,Defaulted,Active,18-07-2024,4923490,Fair
13233021,13607,502713,0.04,210,666,Self-Employed,Defaulted,Active,24-05-2024,2010852,Fair
70147401,10834,735533,0.06,188,585,Self-Employed,Rejected,Active,07-09-2024,4413198,Fair
91327607,41805,672853,0.04,72,573,Salaried,Approved,Active,25-10-2024,2691412,Poor
14877278,89934,824013,0.08,122,560,Self-Employed,Defaulted,Active,01-05-2024,6592104,Poor
26781795,71436,14015,0.02,188,676,Self-Employed,Rejected,Closed,12-01-2025,28030,Average
16081399,45669,256963,0.02,324,836,Self-Employed,Defaulted,Active,18-01-2025,513926,Excellent
68083492,19078,751859,0.09,322,583,Salaried,Defaulted,Closed,22-06-2024,6766731,Fair
35393050,73630,969679,0.01,324,526,Salaried,Rejected,Active,03-05-2024,969679,Poor
84402718,80168,616947,0.02,206,761,Self-Employed,Approved,Active,18-02-2025,1233894,Good
27296101,18463,724983,0.08,107,361,Salaried,Rejected,Active,14-09-2024,5799864,Poor
27835305,18089,316817,0.09,247,754,Salaried,Defaulted,Active,05-12-2024,2851353,Good
25248418,71027,515194,0.02,130,671,Self-Employed,Rejected,Closed,02-08-2024,1030388,Average
32880663,22200,976560,0.09,309,718,Self-Employed,Approved,Closed,21-09-2024,8789040,Average
5216149,53027,55526,0.06,186,849,Self-Employed,Rejected,Closed,08-11-2024,333156,Excellent
58116806,25421,106580,0.02,326,349,Self-Employed,Approved,Closed,24-02-2025,213160,Poor
24791588,12982,525980,0.01,84,315,Self-Employed,Approved,Active,13-08-2024,525980,Poor
63036083,72905,677401,0.01,78,546,Salaried,Rejected,Closed,29-01-2025,677401,Poor
68771078,76379,813756,0.01,149,462,Salaried,Defaulted,Closed,04-01-2025,813756,Poor
43391762,31761,28550,0.03,289,745,Self-Employed,Defaulted,Active,31-08-2024,85650,Good
73985918,51204,698837,0.09,139,440,Self-Employed,Defaulted,Closed,01-08-2024,6289533,Poor
74608754,82918,42274,0.05,137,837,Self-Employed,Rejected,Active,13-09-2024,211370,Excellent
10541778,23544,388379,0.06,23,606,Salaried,Rejected,Closed,05-09-2024,2330274,Fair
90035981,13233,416373,0.06,331,589,Salaried,Defaulted,Active,13-11-2024,2498238,Fair
39204217,31908,160612,0.08,159,763,Salaried,Rejected,Active,24-01-2025,1284896,Good
73621487,17612,531466,0.06,218,736,Salaried,Defaulted,Active,14-06-2024,3188796,Average
52331755,85912,346652,0.05,134,436,Salaried,Rejected,Active,20-03-2025,1733260,Poor
3798479,75601,653125,0.05,264,812,Self-Employed,Defaulted,Active,03-10-2024,3265625,Excellent
32539385,74870,773479,0.03,289,812,Salaried,Rejected,Closed,16-07-2024,2320437,Excellent
65025261,54226,374646,0.05,110,742,Self-Employed,Approved,Active,25-07-2024,1873230,Good
76834019,45090,743869,0.06,344,347,Self-Employed,Defaulted,Closed,02-04-2024,4463214,Poor
72551872,36774,965210,0.06,47,318,Salaried,Approved,Closed,03-03-2025,5791260,Poor
61812090,21556,665011,0.03,258,780,Self-Employed,Defaulted,Closed,05-12-2024,1995033,Good
83827693,12539,225379,0.09,333,699,Self-Employed,Defaulted,Active,23-08-2024,2028411,Average
42529997,10158,876759,0.04,245,719,Self-Employed,Defaulted,Closed,09-10-2024,3507036,Average
65747297,64384,464041,0.04,195,750,Self-Employed,Defaulted,Active,01-08-2024,1856164,Good
61393839,62676,550608,0.06,55,396,Self-Employed,Rejected,Closed,18-01-2025,3303648,Poor
53613582,13531,24558,0.09,71,784,Self-Employed,Approved,Active,01-10-2024,221022,Good
79189495,54652,481929,0.03,146,684,Salaried,Defaulted,Closed,17-10-2024,1445787,Average
15310143,79119,878983,0.02,307,673,Self-Employed,Rejected,Active,31-10-2024,1757966,Average
53141654,64098,502580,0.05,335,316,Salaried,Rejected,Active,15-01-2025,2512900,Poor
57164227,21013,907295,0.04,144,823,Self-Employed,Rejected,Active,24-11-2024,3629180,Excellent
14398001,26118,844714,0.03,164,749,Self-Employed,Approved,Active,20-07-2024,2534142,Good
15553250,19021,381543,0.01,44,632,Salaried,Defaulted,Active,30-01-2025,381543,Fair
96277009,47004,968433,0.07,154,688,Self-Employed,Rejected,Active,28-07-2024,6779031,Average
63924747,27335,288428,0.07,218,453,Self-Employed,Approved,Active,19-02-2025,2018996,Poor
40491839,31870,924282,0.05,91,749,Self-Employed,Defaulted,Closed,22-02-2025,4621410,Good
3662495,40913,62407,0.05,254,691,Salaried,Rejected,Active,29-11-2024,312035,Average
88671414,48731,396422,0.06,157,314,Salaried,Rejected,Closed,12-10-2024,2378532,Poor
16667511,12933,912318,0.06,128,666,Salaried,Defaulted,Active,08-01-2025,5473908,Fair
47764169,82755,429159,0.02,180,482,Self-Employed,Defaulted,Closed,25-11-2024,858318,Poor
95911915,25764,139299,0.05,122,656,Salaried,Defaulted,Active,20-09-2024,696495,Fair
27772918,26584,879927,0.06,182,764,Self-Employed,Rejected,Active,29-05-2024,5279562,Good
95520863,10452,369277,0.01,297,629,Salaried,Approved,Closed,16-07-2024,369277,Fair
81006717,85531,479909,0.07,169,474,Self-Employed,Defaulted,Active,17-10-2024,3359363,Poor
93340284,76425,462890,0.08,74,420,Self-Employed,Approved,Active,12-11-2024,3703120,Poor
10865001,81947,198883,0.08,211,654,Self-Employed,Rejected,Closed,07-08-2024,1591064,Fair
64258939,38429,392061,0.09,138,635,Salaried,Approved,Closed,16-01-2025,3528549,Fair
16430268,79283,218683,0.02,281,467,Self-Employed,Approved,Closed,04-05-2024,437366,Poor
87523884,65478,532496,0.05,113,437,Self-Employed,Rejected,Closed,14-09-2024,2662480,Poor
58862105,10418,536802,0.02,227,730,Salaried,Approved,Active,28-06-2024,1073604,Average
32288023,46781,250345,0.06,36,434,Salaried,Rejected,Active,26-01-2025,1502070,Poor
